Site Name,Gridreference,Easting,Northing,Length,Country,No.sections,No. yrs surveyed,First year surveyed,Last year surveyed,Survey type,latitude,longitude
Stinchcombe B,ST740984,374000,198400,,England,15.0,20,1988,2020,UKBMS,51.683753,-2.3774737
Shelfheld Coppice,SO75507590,375500,275900,4519.0,England,15.0,10,1991,2000,UKBMS,52.380582,-2.3613551
Trench Wood,SO92705870,392700,258700,2200.0,England,15.0,15,1987,2002,UKBMS,52.226453,-2.1082916
Uffmoor Wood,SO95508100,395500,281000,3550.0,England,15.0,7,1996,2002,UKBMS,52.426965,-2.0676055
Ufton Fields 1,SP38306150,438300,261500,1995.0,England,15.0,15,1992,2006,UKBMS,52.250351,-1.4404011
Ufton Fields 2,SP38206140,438200,261400,200.0,England,2.0,10,1997,2006,UKBMS,52.249459,-1.4418771
Uley Bury,ST78509850,378500,198500,2160.0,England,10.0,8,1991,2011,UKBMS,51.684843,-2.3123911
Wallbrook Wood,SO51503290,351500,232900,4400.0,England,8.0,5,2000,2004,UKBMS,51.99242,-2.707751
Weddington North East 1,SP36209420,436200,294200,280.0,England,4.0,14,1995,2012,UKBMS,52.544456,-1.4676363
Weddington South West 1,SP35809370,435800,293700,550.0,England,5.0,14,1995,2012,UKBMS,52.539987,-1.4735881
Wetmoor,ST74508750,374500,187500,,England,15.0,16,1988,2018,UKBMS,51.585773,-2.369444
Wigmore Rolls,SO39306950,339300,269500,2670.0,England,12.0,16,2000,2019,UKBMS,52.320229,-2.891962
Windmill Hill,SP070472,407000,247200,1520.0,England,15.0,31,1982,2015,UKBMS,52.12307,-1.8991717
Woodlands Quarry,SP32309480,432300,294800,,England,,3,1996,1998,UKBMS,52.550094,-1.5250842
Wren's Nest,SO93709190,393700,291900,,England,,9,1988,1996,UKBMS,52.524937,-2.0942868
Wyre Forest West,SO74507620,374500,276200,1500.0,England,15.0,32,1989,2020,UKBMS,52.383233,-2.3760687
Westhope,SO46908660,346900,286600,2750.0,England,11.0,9,2001,2009,UKBMS,52.474734,-2.783191
Painswick Beacon,SO86801200,386800,212000,,England,15.0,1,1996,1996,UKBMS,51.80648,-2.1928514
Barr Beacon,SP06209700,406200,297000,1832.0,England,,2,2001,2002,UKBMS,52.570789,-1.9099543
Stinchcombe C,ST74109830,374100,198300,,England,15.0,5,1991,1996,UKBMS,51.682858,-2.3760198
Prees Heath,SJ55803730,355800,337300,,England,14.0,21,1983,2020,UKBMS,52.931273,-2.6590035
Honeybourne,SP12604400,412600,244000,1481.0,England,7.0,11,1998,2009,UKBMS,52.094202,-1.8174948
Blackminster,SP07404470,407400,244700,1531.0,England,11.0,11,2001,2011,UKBMS,52.100589,-1.8933828
"Briar Hill, Droitwich Spa",SO88406260,388400,262600,2850.0,England,13.0,4,2001,2004,UKBMS,,
Hagley Wood,SO93508150,393500,281500,,England,15.0,3,1997,1999,UKBMS,52.431439,-2.0970282
"University to Selly Oak Canal, Birmingham",SP04308320,404300,283200,1890.0,England,9.0,4,2001,2004,UKBMS,,
St Wulstans LNR,SO78404140,378400,241400,2120.0,England,7.0,19,2002,2020,UKBMS,52.070542,-2.3165368
Melrose Meadow,SO81804100,381800,241000,600.0,England,5.0,2,2001,2002,UKBMS,52.067069,-2.2669131
Tedsmere,SJ42302320,342300,323200,1300.0,England,9.0,16,2001,2016,UKBMS,52.803253,-2.8573165
Fibbersley,SO95509950,395500,299500,1624.0,England,10.0,2,2001,2002,UKBMS,52.593278,-2.0678622
Park Lime Pits,SP030999,403000,299900,2016.0,England,13.0,2,2001,2002,UKBMS,52.596886,-1.9571434
Shire Oak Park,SK060037,406000,303700,,England,,1,2001,2001,UKBMS,52.631023,-1.912786
Rough Wood,SJ98400070,398400,300700,2124.0,England,11.0,2,2001,2002,UKBMS,52.604083,-2.0250585
Chaddesley Wood Original,SO91207350,391200,273500,,England,15.0,2,1984,1985,UKBMS,52.359486,-2.1306433
Malvern Hills South A,SO760382,376000,238200,200.0,England,15.0,13,1991,2004,UKBMS,52.041673,-2.3513239
Shelfheld Coppice B,SO75507590,375500,275900,4519.0,England,2.0,8,1991,2000,UKBMS,52.380582,-2.3613551
Doley Common,SJ81702150,381700,321500,1645.0,England,5.0,12,2003,2015,UKBMS,52.790755,-2.2728079
Stiperstones,SO37809960,337800,299600,,England,13.0,1,2002,2002,UKBMS,52.590625,-2.9195867
Harbury Spoilbank Trans 2,SP38505960,438500,259600,,England,1.0,4,2002,2005,UKBMS,52.233256,-1.4376875
Ryton Woods Landfill 2,SP37807280,437800,272800,2744.0,England,4.0,2,2003,2004,UKBMS,52.35197,-1.4464601
Stockton Cutting Ruins,SP44206480,444200,264800,120.0,England,8.0,5,2000,2006,UKBMS,52.279576,-1.3535523
Weddington North East 2,SP36309460,436300,294600,260.0,England,3.0,10,2003,2012,UKBMS,52.548045,-1.4661182
Weddington South West 2,SP35709350,435700,293500,360.0,England,7.0,10,2003,2012,UKBMS,52.538196,-1.4750839
Bishops Heaps,SP39305820,439300,258200,,England,4.0,21,1999,2020,UKBMS,52.220614,-1.4261365
Hearsall Common 04,SP30807860,430800,278600,1440.0,England,9.0,16,2004,2020,UKBMS,52.404548,-1.5486964
Lake View Park 2,SP31407930,431400,279300,460.0,England,8.0,6,2003,2009,UKBMS,52.410807,-1.5398118
Eastnor Park North,SO75603820,375600,238200,1540.0,England,8.0,3,2004,2006,UKBMS,52.041656,-2.3571557
Old Hills,SO82804870,382800,248700,2240.0,England,13.0,1,2004,2004,UKBMS,52.136327,-2.2527167
Llynclys Common,SJ27302370,327300,323700,,Wales,10.0,2,1998,1999,UKBMS,52.805931,-3.0798871
Bentley Wood - Barnridge,SU24202950,424200,129500,1350.0,England,9.0,33,1988,2020,UKBMS,51.064329,-1.6560296
Bentley Wood - Eastern,SU25802910,425800,129100,750.0,England,7.0,33,1988,2020,UKBMS,51.060663,-1.6332257
Bentley Wood - North,SU250300,425000,130000,3200.0,England,12.0,35,1986,2020,UKBMS,51.068791,-1.6445791
Bentley Wood - South,SU25102830,425100,128300,1850.0,England,11.0,34,1987,2020,UKBMS,51.053501,-1.6432693
Biss Wood,ST87705670,387700,156700,600.0,England,1.0,33,1987,2020,UKBMS,51.30928,-2.1778454
Blackmoor Copse (WWT),SU23502910,423500,129100,2000.0,England,14.0,34,1983,2020,UKBMS,51.060762,-1.6660447
Boscombe Down A (MOD),SU17704120,417700,141200,500.0,England,2.0,28,1989,2019,UKBMS,51.169771,-1.7482164
Boscombe Down O (WCC),SU18504080,418500,140800,1500.0,England,2.0,21,1995,2020,UKBMS,51.166149,-1.7367946
Bratton Castle Earthworks (EH),ST90405160,390400,151600,1500.0,England,5.0,41,1980,2020,UKBMS,51.263475,-2.1389716
Dean Hill (West) (NT),SU22502570,422500,125700,900.0,England,1.0,20,1996,2020,UKBMS,51.030229,-1.6805241
Green Lane Wood (WWT),ST88105770,388100,157700,3070.0,England,12.0,30,1991,2020,UKBMS,51.318281,-2.1721406
"Hartmoor, Devizes",ST99805990,399800,159900,,England,4.0,10,1988,1997,UKBMS,,
"KAC towpath, Bradford-on-Avon",ST82805970,382800,159700,500.0,England,5.0,40,1980,2020,UKBMS,,
Little Langford Down (WWT),SU04603840,404600,138400,1130.0,England,,5,1994,1998,UKBMS,51.144847,-1.9356208
"Middle Street Meadow, Salisbury",SU22502570,422500,125700,1350.0,England,10.0,23,1994,2020,UKBMS,,
"Murhill Bank, Winsley (LNR)",ST79106090,379100,160900,,England,,4,1998,2001,UKBMS,,
Park Bottom,ST95303740,395300,137400,1125.0,England,12.0,16,1997,2012,UKBMS,51.135852,-2.068554
Porton Dn.2 (Tower Hill Wood),SU240387,424000,138700,2700.0,England,12.0,24,1995,2019,UKBMS,51.147063,-1.6582747
"Prickmoor Wood, Chittoe",ST95106610,395100,166100,1300.0,England,5.0,10,1998,2008,UKBMS,,
Ravensroost Wood (WWT),SU02308810,402300,188100,,England,,6,1993,1998,UKBMS,51.591746,-1.9681945
Roundway Hill Covert (WWT),SU00306400,400300,164000,1500.0,England,5.0,23,1981,2020,UKBMS,51.375055,-1.9970775
Savernake Forest (FC),SU220660,422000,166000,,England,10.0,2,1999,2000,UKBMS,51.392616,-1.6851949
Somerford Common extended,SU02506850,402500,168500,2641.0,England,,13,1989,2003,UKBMS,51.415512,-1.96544
Upton Cow Down (MOD),ST87104840,387100,148400,650.0,England,7.0,23,1983,2011,UKBMS,51.234635,-2.186151
Vagg's Hill,ST80705600,380700,156000,800.0,England,2.0,29,1982,2020,UKBMS,51.30279,-2.2782308
Webb's Wood (FC),SU04508570,404500,185700,3500.0,England,14.0,18,1996,2020,UKBMS,51.570154,-1.9364672
West Yatton Down,ST85307590,385300,175900,3500.0,England,15.0,23,1996,2020,UKBMS,51.481861,-2.213078
White Sheet Hill Quarry (NT),ST79903510,379900,135100,1100.0,England,8.0,18,1999,2020,UKBMS,51.114834,-2.2885283
Bentley Wood - Frenchmoor,SU27502850,427500,128500,1620.0,England,7.0,15,2000,2019,UKBMS,51.05519,-1.6090137
Bentley Wood - Compartment Four,SU25303180,425300,131800,1330.0,England,5.0,21,1999,2019,UKBMS,51.084964,-1.6401722
Bentley Wood Hawksgrove,SU240280,424000,128000,2270.0,England,8.0,23,1998,2020,UKBMS,51.05085,-1.6589827
Morgan's Hill SSSI,SU01906710,401900,167100,2270.0,England,11.0,9,2004,2020,UKBMS,51.402926,-1.9740748
Netherhampton,SU115295,411500,129500,,England,,1,2001,2001,UKBMS,51.064722,-1.8372642
Wadswick Common,ST83706770,383700,167700,700.0,England,5.0,9,2004,2020,UKBMS,51.408087,-2.2357381
Barbury Castle,SU14907630,414900,176300,1000.0,England,6.0,16,2005,2020,UKBMS,51.485458,-1.786808
Danks Down,ST83907660,383900,176600,1500.0,England,8.0,2,2005,2006,UKBMS,51.488116,-2.2332706
Figsbury Ring,SU18803380,418800,133800,2500.0,England,9.0,12,2006,2020,UKBMS,51.103196,-1.7328671
Red Lodge Wood,SU060890,406000,189000,1200.0,England,6.0,9,2007,2020,UKBMS,51.599811,-1.9147694
The Batters,ST87606980,387600,169800,200.0,England,3.0,2,2007,2008,UKBMS,51.427068,-2.1797413
Tucking Mill Tisbury,ST93602900,393600,129000,,England,15.0,13,2006,2020,UKBMS,51.060302,-2.0926997
Sutton Lane Meadows,ST946777,394600,177700,600.0,England,1.0,1,2008,2008,UKBMS,51.498213,-2.0791822
Blakehill Farm,SU074915,407400,191500,2700.0,England,3.0,11,2009,2020,UKBMS,51.622273,-1.8945047
Sutton Lane Meadows 2009,ST946777,394600,177700,1350.0,England,5.0,4,2009,2012,UKBMS,51.498213,-2.0791822
Dean Hill Park,SU252261,425200,126100,,England,2.0,1,2012,2012,UKBMS,51.033714,-1.641995
Hinton Parva Coombe,SU227825,422700,182500,2100.0,England,7.0,2,2012,2013,UKBMS,51.540947,-1.6740801
Upton Scudamore Embankment,ST869483,386900,148300,500.0,England,1.0,3,2012,2018,UKBMS,51.233731,-2.1890119
Ravens Roost Wood,SU023881,402300,188100,2000.0,England,7.0,9,2011,2020,UKBMS,51.591746,-1.9681945
Somerford Common 13,SU028867,402800,186700,1360.0,England,15.0,2,2013,2014,UKBMS,51.579156,-1.9609877
Vernditch,SU035206,403500,120600,1260.0,England,8.0,8,2013,2020,UKBMS,50.984794,-1.9515122
"Fitzmaurice School Field, Bradford-on-Avon",ST828601,382800,160100,450.0,England,5.0,7,2014,2020,UKBMS,,
Hinton Parva Combe,SU227825,422700,182500,2145.0,England,2.0,3,2015,2020,UKBMS,51.540947,-1.6740801
Stratton Wood,SU165891,416500,189100,1750.0,England,4.0,6,2015,2020,UKBMS,51.600503,-1.7631697
Langley Wood,SU225203,422500,120300,1321.0,England,6.0,6,2015,2020,UKBMS,50.981671,-1.6808572
Coombe Bissett SSSI,SU111248,411100,124800,2564.0,England,12.0,6,2015,2020,UKBMS,51.022467,-1.843115
Beaumonts,SU214401,421400,140100,1245.0,England,4.0,1,2015,2015,UKBMS,51.159755,-1.695361
Danks Down (2015 route),ST842748,384200,174800,2945.0,England,13.0,6,2015,2020,UKBMS,51.47194,-2.2288688
Winterbourne Downs Loop 2013,SU226393,422600,139300,1300.0,England,3.0,5,2015,2019,UKBMS,51.152515,-1.6782513
Winterbourne Downs Beaumont's,SU213403,421300,140300,1190.0,England,5.0,4,2016,2019,UKBMS,51.161557,-1.6967792
Clouts Complex,SU136796,413600,179600,2055.0,England,11.0,1,2016,2016,UKBMS,51.515162,-1.8054038
"Newton Tony, RSPB",SU224394,422400,139400,,England,,4,2017,2020,UKBMS,,
"North Meadow, Bradford-on-Avon (1)",ST820605,382000,160500,,England,,4,2017,2020,UKBMS,,
SPTA Larkhill LACGEN2,SU133453,413300,145300,,England,,4,2017,2020,UKBMS,51.206757,-1.8109988
"SPTA Larkhill, Horne Barracks",SU123445,412300,144500,,England,,4,2017,2020,UKBMS,,
Parsonage Down,SU037414,403700,141400,1550.0,England,7.0,3,2018,2020,UKBMS,51.171829,-1.9484567
Avebury Waden Hill,SU107688,410700,168800,2000.0,England,5.0,2,2018,2019,UKBMS,51.418116,-1.8475188
Normanton Down,SU117412,411700,141200,1207.0,England,6.0,2,2018,2019,UKBMS,51.169924,-1.8340342
Cholderton,SU226421,422600,142100,1280.0,England,3.0,2,2019,2020,UKBMS,51.177692,-1.6780763
Lime Kiln Down,SU144281,414400,128100,1630.0,England,5.0,2,2019,2020,UKBMS,51.052068,-1.7959348
Hazel Hill Wood,SU219283,421900,128300,2400.0,England,8.0,2,2019,2020,UKBMS,51.053631,-1.6889236
Calstone 1,SU041692,404100,169200,3750.0,England,15.0,2,2019,2020,UKBMS,51.421798,-1.9424248
Calstone 2,SU046685,404600,168500,3950.0,England,15.0,2,2019,2020,UKBMS,51.4155,-1.9352429
Cloatley Meadows,ST979912,397900,191200,,England,,1,2020,2020,UKBMS,51.619619,-2.0317288
Coombe Bissett Down,SU111256,411100,125600,2887.0,England,3.0,1,2020,2020,UKBMS,51.02966,-1.8430907
Pewsey Downs West (Milk Hill),SU098643,409800,164300,2967.0,England,7.0,1,2020,2020,UKBMS,51.37767,-1.8605839
Bannerdown,ST790682,379000,168200,2000.0,England,5.0,24,1996,2020,UKBMS,51.412427,-2.3033401
Compton Hill,ST39505600,339500,156000,2220.0,England,,5,1992,1996,UKBMS,51.299894,-2.8691696
Stoke Camp,ST49205120,349200,151200,1710.0,England,7.0,26,1995,2020,UKBMS,51.257687,-2.7293664
Mount Fancy East,ST250164,325000,116400,680.0,England,3.0,1,2000,2000,UKBMS,50.942143,-3.0688655
Mount Fancy West - Shutes Farm,ST24701680,324700,116800,1130.0,England,7.0,3,1998,2000,UKBMS,50.9457,-3.0732175
Haddon Moor,SS99602900,299600,129000,520.0,England,5.0,18,1996,2020,UKBMS,51.051541,-3.433772
Cross Plain,ST41505550,341500,155500,1000.0,England,9.0,26,1993,2020,UKBMS,51.295608,-2.8404038
Bincombe,SS90604100,290600,141000,1300.0,England,6.0,15,1985,2005,UKBMS,51.15776,-3.5657662
Halsecombe,SS89304550,289300,145500,3100.0,England,12.0,14,1984,2005,UKBMS,51.197958,-3.5857357
Mounsey,SS88502950,288500,129500,3150.0,England,3.0,6,1997,2003,UKBMS,51.053986,-3.5922264
Buckland Wood,ST18801780,318800,117800,1210.0,England,8.0,24,1997,2020,UKBMS,50.953888,-3.1574057
Hartley Field,ST18801810,318800,118100,250.0,England,1.0,10,1998,2007,UKBMS,50.956585,-3.1574727
Ruttersleigh Common,ST26101630,326100,116300,650.0,England,6.0,8,1998,2005,UKBMS,50.941386,-3.0531915
Thurlbear Quarrylands,ST27302100,327300,121000,2060.0,England,10.0,17,1996,2012,UKBMS,50.983796,-3.0370555
Witch Lodge Fields,ST25201990,325200,119900,1080.0,England,5.0,15,1997,2011,UKBMS,50.973636,-3.0667399
Shute Shelve Hill,ST42605550,342600,155500,2050.0,England,,1,1993,1993,UKBMS,51.29572,-2.8246291
Folly Farm,ST60506050,360500,160500,1500.0,England,10.0,5,1990,1994,UKBMS,51.342204,-2.5684754
Cheddar Cliffs,ST47505450,347500,154500,1622.0,England,8.0,8,1996,2003,UKBMS,51.287203,-2.7542116
Aller Wood & Turn Hill,ST40503050,340500,130500,2200.0,England,12.0,2,2000,2002,UKBMS,51.07073,-2.8505958
Newton Park,ST69306380,369300,163800,2900.0,England,7.0,1,2000,2000,UKBMS,51.372421,-2.4424271
Draycott Sleights,ST48505150,348500,151500,3800.0,England,5.0,16,1988,2007,UKBMS,51.260322,-2.7394401
Coleford Butterfly Walk,ST68604880,368600,148800,,England,1.0,6,1998,2003,UKBMS,51.23751,-2.4511579
Noone Cottage Meadows,ST68404860,368400,148600,620.0,England,10.0,10,1995,2007,UKBMS,51.2357,-2.4540049
Dolebury Warren,ST45505870,345500,158700,1850.0,England,10.0,2,2015,2016,UKBMS,51.324777,-2.7835309
East Poldens,ST49503250,349500,132500,3250.0,England,10.0,11,1999,2010,UKBMS,51.089577,-2.7224345
Ham Wall,ST460400,346000,140000,4700.0,England,10.0,20,1998,2019,UKBMS,51.156692,-2.7735299
Hinkley Point Power Station,ST20804580,320800,145800,4400.0,England,6.0,10,2000,2009,UKBMS,51.205897,-3.1350832
Langford Heathfield,ST10102320,310100,123200,2600.0,England,12.0,30,1991,2020,UKBMS,51.001141,-3.282572
Rodney Stoke,ST48705070,348700,150700,3000.0,England,12.0,21,1989,2009,UKBMS,51.253147,-2.7364591
West Sedgemoor,ST34702440,334700,124400,3002.0,England,7.0,24,1994,2019,UKBMS,51.015254,-2.9322637
Kings Weston Down,ST550779,355000,177900,1000.0,England,10.0,9,2001,2013,UKBMS,51.498237,-2.6496471
Blackdown Common,ST11201540,311200,115400,600.0,England,1.0,1,2000,2000,UKBMS,50.93119,-3.264993
Overland Copse,ST17701940,317700,119400,1500.0,England,9.0,1,2002,2002,UKBMS,50.968117,-3.1734252
Blackdown Common New,ST11201540,311200,115400,700.0,England,2.0,3,2001,2003,UKBMS,50.93119,-3.264993
Mount Fancy Combined,ST24801670,324800,116700,2240.0,England,8.0,19,2002,2020,UKBMS,50.944814,-3.0717736
Sand Point,ST32506600,332500,166000,,England,6.0,3,2002,2004,UKBMS,51.38901,-2.9714593
Ubley Warren,ST50705540,350700,155400,4500.0,England,15.0,6,2002,2013,UKBMS,51.295582,-2.7084535
Carymoor Environmental Centre,ST61503080,361500,130800,1270.0,England,10.0,19,2001,2020,UKBMS,51.075225,-2.5509223
Crook Peak,ST390551,339000,155100,3600.0,England,10.0,19,2002,2020,UKBMS,51.291749,-2.8761864
Shapwick Heath,ST42304120,342300,141200,4000.0,England,8.0,10,2003,2012,UKBMS,51.167119,-2.8266236
Haddon Hill,SS97102850,297100,128500,1500.0,England,3.0,18,2003,2020,UKBMS,51.046604,-3.4692845
Middlehope,ST330660,333000,166000,,England,5.0,1,2003,2003,UKBMS,51.389069,-2.9642747
Whiteleaze,ST27302950,327300,129500,1000.0,England,5.0,14,2003,2016,UKBMS,51.060217,-3.0387625
Congrove Field and Hanging Hill,ST71507000,371500,170000,3000.0,England,8.0,4,2004,2007,UKBMS,51.428282,-2.4113226
Browns Folly,ST79806640,379800,166400,3300.0,England,7.0,3,2004,2006,UKBMS,51.396271,-2.2917343
Dundon Beacon,ST48503240,348500,132400,1938.0,England,9.0,18,2003,2020,UKBMS,51.088589,-2.7366973
Ash Priors Common,ST150280,315000,128000,,England,10.0,2,2004,2005,UKBMS,51.04504,-3.2138843
Babcary Meadows,ST56502950,356500,129500,,England,6.0,1,2002,2002,UKBMS,51.063178,-2.6221308
Brean Down,ST29805830,329800,158300,,England,7.0,6,2002,2013,UKBMS,51.319456,-3.0087339
Crowcombe Heathfield,ST13803400,313800,134000,,England,5.0,8,2006,2016,UKBMS,51.098801,-3.2324302
Redding Pit Quarry,ST53506370,353500,163700,1444.0,England,10.0,16,2005,2020,UKBMS,51.370444,-2.6693847
Hatch Hill,ST50103370,350100,133700,2000.0,England,9.0,15,2005,2019,UKBMS,51.10042,-2.7140344
Hellenge Hill,ST34505610,334500,156100,4600.0,England,6.0,1,2005,2005,UKBMS,51.300239,-2.9408957
Purn Hill,ST33205760,333200,157600,800.0,England,3.0,2,2005,2006,UKBMS,51.313573,-2.9598211
Whiteball Quarry,ST089185,308900,118500,3500.0,England,10.0,1,2005,2005,UKBMS,50.958699,-3.2984895
Line Wood Meadow,ST30102100,330100,121000,700.0,England,6.0,3,2005,2007,UKBMS,50.984143,-2.9971734
"Hucker's Bow, Sand Point",ST34806650,334800,166500,1950.0,England,4.0,15,2006,2020,UKBMS,,
Staple & Ruttersleigh Commons,ST26601580,326600,115800,,England,5.0,3,2006,2008,UKBMS,50.936955,-3.0459753
"Witcombe, Montacute",ST48501600,348500,116000,2350.0,England,7.0,4,2007,2010,UKBMS,,
Westbury Beacon,ST50105070,350100,150700,1270.0,England,6.0,14,2007,2020,UKBMS,51.253271,-2.7164003
Sharman Sanctuary,ST23501520,323500,115200,340.0,England,4.0,1,2007,2007,UKBMS,50.931157,-3.0899589
Hillfarrance Flood Diversion Channel,ST165245,316500,124500,,England,1.0,2,2006,2007,UKBMS,51.013794,-3.1916847
Neroche Parish Hall,ST28301870,328300,118700,100.0,England,1.0,1,2007,2007,UKBMS,50.963242,-3.0223577
Walton Common,ST42807380,342800,173800,2120.0,England,10.0,14,2007,2020,UKBMS,51.460271,-2.8247134
Weston Moor Nature Reserve,ST440742,344000,174200,2200.0,England,9.0,14,2007,2020,UKBMS,51.463987,-2.8075062
Carymoor: Upper Dauntsey Field,ST61803190,361800,131900,650.0,England,4.0,13,2007,2020,UKBMS,51.085136,-2.546757
Brent Knoll,ST34105100,334100,151000,2000.0,England,9.0,13,2008,2020,UKBMS,51.254341,-2.9456902
Sand Point (2008),ST320660,332000,166000,2825.0,England,7.0,10,2008,2017,UKBMS,51.38895,-2.9786439
Draycott Sleights (2008),ST483516,348300,151600,1943.0,England,6.0,13,2008,2020,UKBMS,51.261202,-2.7423205
Hinkley Point Nature Reserve Revised,ST20804580,320800,145800,,England,13.0,1,2008,2008,UKBMS,51.205897,-3.1350832
Milton Hill,ST533472,353300,147200,2000.0,England,8.0,1,2008,2008,UKBMS,51.222074,-2.6700934
Dunwell Fields,ST396372,339600,137200,1155.0,England,3.0,12,2008,2019,UKBMS,51.130876,-2.8645628
Westfield Monument Strip,ST494339,349400,133900,2332.0,England,14.0,12,2008,2019,UKBMS,51.102157,-2.7240588
Bossington,SS905485,290500,148500,2600.0,England,8.0,13,2008,2020,UKBMS,51.225155,-3.5694849
Wookey Hole Fields,ST534480,353400,148000,2000.0,England,9.0,13,2008,2020,UKBMS,51.229275,-2.6687659
Kings Castle Wood,ST568456,356800,145600,1750.0,England,6.0,12,2009,2020,UKBMS,51.207964,-2.6197859
Dunball-Puriton Access Land,ST313411,331300,141100,3475.0,England,7.0,4,2009,2012,UKBMS,51.165003,-2.983907
"Church Farm, Stratton-on-the-Fosse",ST658506,365800,150600,2600.0,England,8.0,4,2009,2012,UKBMS,,
Lords Wood,ST633632,363300,163200,2000.0,England,5.0,11,2009,2020,UKBMS,51.366668,-2.528558
Walton Hill,ST466350,346600,135000,2450.0,England,14.0,11,2009,2019,UKBMS,51.111792,-2.7642085
Clifton-Durdham Down,ST566743,356600,174300,3510.0,England,10.0,11,2010,2020,UKBMS,51.465995,-2.6261559
Charfield Meadow,ST717936,371700,193600,500.0,England,2.0,8,2010,2020,UKBMS,51.640484,-2.4103507
Folly Farm,ST605605,360500,160500,1500.0,England,8.0,9,2009,2020,UKBMS,51.342204,-2.5684754
Goblin Combe,ST471652,347100,165200,350.0,England,3.0,5,2010,2017,UKBMS,51.383369,-2.7615397
Weston Big Wood,ST457752,345700,175200,1650.0,England,8.0,12,2008,2020,UKBMS,51.473144,-2.7831913
"The Gulley & Walcombe Slade, Avon Gorge",ST563746,356300,174600,1320.0,England,10.0,11,2010,2020,UKBMS,,
Green Down,ST517288,351700,128800,1411.0,England,8.0,8,2011,2018,UKBMS,51.056499,-2.6905291
"Park Wood, Chaffcombe",ST357100,335700,110000,1630.0,England,5.0,10,2011,2020,UKBMS,,
Lynchcombe,ST516490,351600,149000,1650.0,England,8.0,13,2008,2020,UKBMS,51.238116,-2.6946781
Hinkley Point 2010,ST210460,321000,146000,3010.0,England,7.0,4,2010,2013,UKBMS,51.207723,-3.132265
Combe Hollow,ST498327,349800,132700,831.0,England,7.0,9,2011,2019,UKBMS,51.091402,-2.7181792
