,Site Number,YEAR,SPECIES RICHNESS,TOTAL SITE INDEX,COUNTRY,Easting,Northing,sun,average temp,rainfall,relative humidity,Simpsons Index,Diversity,latitude,longitude
0,1,1976,27,798,England,521000.0,281000.0,1501.8195086302333,9.95338110534992,488.5719872285781,81.285496042624,0.7791813284780332,High,52.413625,-0.22241332
1,1,1977,28,413,England,521000.0,281000.0,1343.6623757489722,9.52648798649916,494.2703498702258,83.3306764106421,0.7381109099884812,High,52.413625,-0.22241332
2,1,1978,27,857,England,521000.0,281000.0,1288.4044862754722,9.407101984513169,523.3503231332885,84.01379884007305,0.8011265117394956,High,52.413625,-0.22241332
3,1,1979,27,825,England,521000.0,281000.0,1377.8425414287071,9.009214203993215,560.5833374249684,83.04902149908226,0.8277287437481612,High,52.413625,-0.22241332
4,1,1980,27,911,England,521000.0,281000.0,1377.8425414287071,9.009214203993215,636.268118651352,83.04902149908226,0.8279682995380031,High,52.413625,-0.22241332
5,1,1981,27,646,England,521000.0,281000.0,1259.4995750465955,9.3555459687001,551.2633619367689,83.48346849956297,0.8218878248974009,High,52.413625,-0.22241332
6,1,1982,28,909,England,521000.0,281000.0,1400.046252398016,9.926787032173504,556.7565150511384,83.0396328344385,0.8536126740427347,High,52.413625,-0.22241332
7,1,1983,28,843,England,521000.0,281000.0,1386.962883822097,10.157534900495396,627.4830674304934,82.23858290290103,0.8408861012727421,High,52.413625,-0.22241332
8,1,1984,28,1158,England,521000.0,281000.0,1386.962883822097,10.157534900495396,520.9752763093413,82.23858290290103,0.7909055490123197,High,52.413625,-0.22241332
9,1,1985,27,736,England,521000.0,281000.0,1382.5946291761916,9.016916293425757,531.6683393067229,82.20047743694225,0.8572241940254363,High,52.413625,-0.22241332
10,1,1986,28,1277,England,521000.0,281000.0,1557.2891955544717,8.967643880491922,539.9107372391072,80.36496110856751,0.6733220739242396,High,52.413625,-0.22241332
11,1,1987,27,752,England,521000.0,281000.0,1260.960728915815,9.222680547025456,602.723940570232,83.3455267903995,0.8062547808595631,High,52.413625,-0.22241332
12,1,1988,28,1005,England,521000.0,281000.0,1260.960728915815,9.222680547025456,642.6790369313371,83.3455267903995,0.8383897246833562,High,52.413625,-0.22241332
13,1,1989,28,1256,England,521000.0,281000.0,1842.7669348906904,10.75736084581652,585.7914964125478,79.26341322732789,0.8265498515492171,High,52.413625,-0.22241332
14,1,1990,28,1186,England,521000.0,281000.0,1827.154464056814,11.0295007807287,519.221950464026,76.48973363960872,0.8688681594694787,High,52.413625,-0.22241332
15,1,1991,27,876,England,521000.0,281000.0,1468.4841670178423,9.754875270324929,372.39905149475976,80.67185590437724,0.8093542074363992,High,52.413625,-0.22241332
16,1,1992,28,1695,England,521000.0,281000.0,1468.4841670178423,9.754875270324929,416.8725888326107,80.67185590437724,0.8343631696809493,High,52.413625,-0.22241332
17,1,1993,28,1358,England,521000.0,281000.0,1475.550509645357,9.798101779069595,728.1238933958663,81.30407457683128,0.6190244659502954,Medium,52.413625,-0.22241332
18,1,1994,27,994,England,521000.0,281000.0,1503.591073268115,10.61635486438894,700.1846371314638,79.42697711218072,0.7411295567969752,High,52.413625,-0.22241332
19,1,1995,28,1251,England,521000.0,281000.0,1818.4654844688505,10.647444682980742,581.8141214456734,78.17526255314853,0.8447411670663469,High,52.413625,-0.22241332
20,1,1996,28,1555,England,521000.0,281000.0,1818.4654844688505,10.647444682980742,526.0534368183874,78.17526255314853,0.7578194639287887,High,52.413625,-0.22241332
21,1,1997,28,1493,England,521000.0,281000.0,1646.2859584805533,10.738010035337297,436.32496465820265,80.08195824270948,0.8649470540807953,High,52.413625,-0.22241332
22,1,1998,28,1198,England,521000.0,281000.0,1437.9357767098406,10.57016744322114,500.0841141771255,80.9298830340128,0.7468978511944859,High,52.413625,-0.22241332
23,1,1999,28,1619,England,521000.0,281000.0,1682.6078961003975,10.932868369707876,683.0142161077567,79.74100673420178,0.7783009396299048,High,52.413625,-0.22241332
24,1,2000,27,1489,England,521000.0,281000.0,1682.6078961003975,10.932868369707876,630.4130536591459,79.74100673420178,0.8407235497591657,High,52.413625,-0.22241332
25,1,2001,28,1043,England,521000.0,281000.0,1592.2218845292973,10.229611361318542,667.5174676605284,81.21791075993886,0.8272828821335179,High,52.413625,-0.22241332
26,1,2002,28,1343,England,521000.0,281000.0,1410.5166167096445,10.921300979539172,669.4482419213264,81.01816755728527,0.7570923028608905,High,52.413625,-0.22241332
27,1,2003,28,2266,England,521000.0,281000.0,1810.627714595144,10.868172265744487,653.2559426205645,77.76376281017764,0.8255170492295163,High,52.413625,-0.22241332
28,1,2004,28,1737,England,521000.0,281000.0,1810.627714595144,10.868172265744487,464.005847302872,77.76376281017764,0.8751880327594852,High,52.413625,-0.22241332
29,1,2005,22,1730,England,521000.0,281000.0,1514.7472763342514,10.782651337899306,625.4311575341211,80.72523429215775,0.8162391305074603,High,52.413625,-0.22241332
30,1,2006,28,1646,England,521000.0,281000.0,1615.7511965289914,11.331904106507915,450.8976236147757,80.2772849822428,0.7554657694623053,High,52.413625,-0.22241332
31,1,2007,27,1110,England,521000.0,281000.0,1582.8549704646368,10.903436668876894,539.3316743742737,81.48232977606735,0.6823126101755498,High,52.413625,-0.22241332
32,1,2008,22,978,England,521000.0,281000.0,1582.8549704646368,10.903436668876894,611.4109430884045,81.48232977606735,0.7108757035539285,High,52.413625,-0.22241332
33,1,2009,18,1621,England,521000.0,281000.0,1700.6696879532292,10.601646214903427,666.4563603288539,80.97587196519723,0.8490582706910077,High,52.413625,-0.22241332
34,1,2010,28,1273,England,521000.0,281000.0,1652.214323614838,9.470496755649696,557.2960158717665,80.74415481753664,0.8457600280622706,High,52.413625,-0.22241332
35,1,2011,27,1670,England,521000.0,281000.0,1624.3657587760183,11.325775676639168,518.8088901197614,79.57971391242748,0.8329840020378656,High,52.413625,-0.22241332
36,1,2012,23,1452,England,521000.0,281000.0,1624.3657587760183,11.325775676639168,369.8509215466541,79.57971391242748,0.745892924609797,High,52.413625,-0.22241332
37,1,2013,18,1962,England,521000.0,281000.0,1619.7067128575866,9.911843221686803,752.767437763085,80.47882823522997,0.5732710380451422,Medium,52.413625,-0.22241332
38,1,2014,24,1346,England,521000.0,281000.0,1624.2918726753687,11.431540284265138,551.8145809143547,82.13477173975983,0.8095947237305081,High,52.413625,-0.22241332
39,1,2015,26,2227,England,521000.0,281000.0,1671.9446521904388,10.841923688875813,702.81210633665,79.94887903232694,0.8236387454304781,High,52.413625,-0.22241332
40,1,2016,28,1593,England,521000.0,281000.0,1671.9446521904388,10.841923688875813,491.1653511300728,79.94887903232694,0.7153091256659947,High,52.413625,-0.22241332
41,1,2017,28,2104,England,521000.0,281000.0,1505.5641315199423,10.85842437968289,547.6907258221663,81.61363595507312,0.7906774497413617,High,52.413625,-0.22241332
42,1,2018,28,2327,England,521000.0,281000.0,1790.7738657878306,11.17210654233825,543.5145417785917,79.85193945909901,0.80706100319218,High,52.413625,-0.22241332
43,1,2019,29,3618,England,521000.0,281000.0,1768.501921898736,10.828820125224084,533.056966781695,81.14071616156819,0.744391732854176,High,52.413625,-0.22241332
44,1,2020,29,2067,England,521000.0,281000.0,1768.501921898736,10.828820125224084,663.207532008944,81.14071616156819,0.8105390989461931,High,52.413625,-0.22241332
45,2,1974,16,276,England,520000.0,279000.0,1461.8704927139383,9.584921673317462,472.2313493066957,80.58979056714746,0.5606851119894598,Medium,52.395874,-0.23782465
46,2,1975,16,265,England,520000.0,279000.0,1491.5548261772926,9.901452979801132,612.833918395097,80.67489212872292,0.6567467124070898,Medium,52.395874,-0.23782465
47,2,1976,27,723,England,520000.0,279000.0,1491.5548261772926,9.901452979801132,516.4323417012306,80.67489212872292,0.8918901315310552,High,52.395874,-0.23782465
48,2,1977,28,408,England,520000.0,279000.0,1333.5584750916084,9.479743727239669,510.7227566734169,82.6599913213651,0.8757768463650817,High,52.395874,-0.23782465
