SPECIES CODE,SPECIES,COMMON NAME,YEAR,NO. SITES,COLLATED INDEX,YEAR RANK,TIME PERIOD,COUNTRY
84,"Aglais io","Peacock",1976,31,1.77,41,"1976-2020","England"
84,"Aglais io","Peacock",1977,47,1.65,45,"1976-2020","England"
84,"Aglais io","Peacock",1978,50,1.97,24,"1976-2020","England"
84,"Aglais io","Peacock",1979,59,2.03,20,"1976-2020","England"
84,"Aglais io","Peacock",1980,68,1.88,36,"1976-2020","England"
84,"Aglais io","Peacock",1981,70,1.79,40,"1976-2020","England"
84,"Aglais io","Peacock",1982,76,2.22,3,"1976-2020","England"
84,"Aglais io","Peacock",1983,86,1.98,23,"1976-2020","England"
84,"Aglais io","Peacock",1984,97,2.13,11,"1976-2020","England"
84,"Aglais io","Peacock",1985,106,2.14,10,"1976-2020","England"
84,"Aglais io","Peacock",1986,115,1.86,37,"1976-2020","England"
84,"Aglais io","Peacock",1987,136,1.93,31,"1976-2020","England"
84,"Aglais io","Peacock",1988,158,1.96,26,"1976-2020","England"
84,"Aglais io","Peacock",1989,189,1.96,26,"1976-2020","England"
84,"Aglais io","Peacock",1990,217,1.97,24,"1976-2020","England"
84,"Aglais io","Peacock",1991,243,2.08,16,"1976-2020","England"
84,"Aglais io","Peacock",1992,265,2.36,1,"1976-2020","England"
84,"Aglais io","Peacock",1993,293,2.1,13,"1976-2020","England"
84,"Aglais io","Peacock",1994,316,1.94,30,"1976-2020","England"
84,"Aglais io","Peacock",1995,376,2.02,22,"1976-2020","England"
84,"Aglais io","Peacock",1996,410,2.28,2,"1976-2020","England"
84,"Aglais io","Peacock",1997,443,2.22,3,"1976-2020","England"
84,"Aglais io","Peacock",1998,451,2.1,13,"1976-2020","England"
84,"Aglais io","Peacock",1999,473,2.06,17,"1976-2020","England"
84,"Aglais io","Peacock",2000,521,2.15,9,"1976-2020","England"
84,"Aglais io","Peacock",2001,477,2.18,7,"1976-2020","England"
84,"Aglais io","Peacock",2002,572,2.05,18,"1976-2020","England"
84,"Aglais io","Peacock",2003,628,1.95,29,"1976-2020","England"
84,"Aglais io","Peacock",2004,618,1.9,34,"1976-2020","England"
84,"Aglais io","Peacock",2005,636,1.93,31,"1976-2020","England"
84,"Aglais io","Peacock",2006,695,1.9,34,"1976-2020","England"
84,"Aglais io","Peacock",2007,903,2.05,18,"1976-2020","England"
84,"Aglais io","Peacock",2008,887,1.91,33,"1976-2020","England"
84,"Aglais io","Peacock",2009,1378,2.11,12,"1976-2020","England"
84,"Aglais io","Peacock",2010,1351,1.96,26,"1976-2020","England"
84,"Aglais io","Peacock",2011,1366,1.76,42,"1976-2020","England"
84,"Aglais io","Peacock",2012,1437,1.72,43,"1976-2020","England"
84,"Aglais io","Peacock",2013,1581,2.2,5,"1976-2020","England"
84,"Aglais io","Peacock",2014,1665,2.2,5,"1976-2020","England"
84,"Aglais io","Peacock",2015,1782,2.1,13,"1976-2020","England"
84,"Aglais io","Peacock",2016,1846,1.81,39,"1976-2020","England"
84,"Aglais io","Peacock",2017,1985,1.82,38,"1976-2020","England"
84,"Aglais io","Peacock",2018,2096,1.69,44,"1976-2020","England"
84,"Aglais io","Peacock",2019,2233,2.03,20,"1976-2020","England"
84,"Aglais io","Peacock",2020,1883,2.17,8,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",1976,31,2.07,19,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",1977,47,1.94,26,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",1978,50,2.32,8,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",1979,59,2.15,16,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",1980,68,2.17,13,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",1981,70,1.93,27,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",1982,75,2.69,1,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",1983,85,2.05,20,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",1984,96,2.62,2,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",1985,105,2.18,12,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",1986,114,1.88,30,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",1987,136,2.41,6,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",1988,157,2.1,17,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",1989,190,2.2,11,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",1990,218,2.17,13,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",1991,243,2.42,5,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",1992,267,2.49,4,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",1993,292,1.9,29,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",1994,317,1.99,24,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",1995,380,2.26,10,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",1996,413,2.29,9,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",1997,443,2.6,3,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",1998,454,2,22,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",1999,476,1.78,33,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",2000,522,1.84,32,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",2001,475,1.95,25,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",2002,573,2.04,21,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",2003,629,2.36,7,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",2004,610,2.1,17,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",2005,633,1.7,36,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",2006,680,1.56,42,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",2007,858,1.58,40,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",2008,861,1.39,45,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",2009,1352,1.76,34,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",2010,1339,1.75,35,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",2011,1352,1.66,38,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",2012,1416,1.4,44,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",2013,1563,2,22,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",2014,1662,2.17,13,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",2015,1775,1.91,28,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",2016,1832,1.62,39,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",2017,1960,1.69,37,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",2018,2061,1.47,43,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",2019,2156,1.57,41,"1976-2020","England"
2,"Aglais urticae","Small Tortoiseshell",2020,1799,1.88,30,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",1976,29,1.89,38,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",1977,46,1.8,44,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",1978,51,2.02,19,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",1979,59,2,22,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",1980,68,2.04,15,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",1981,69,1.96,31,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",1982,75,1.89,38,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",1983,84,1.99,23,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",1984,95,2.07,9,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",1985,104,2.07,9,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",1986,113,1.89,38,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",1987,135,2.06,14,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",1988,156,1.88,41,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",1989,188,1.97,29,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",1990,216,2.21,2,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",1991,243,2.14,4,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",1992,266,2.04,15,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",1993,290,2.11,5,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",1994,316,1.97,29,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",1995,369,1.98,26,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",1996,408,1.96,31,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",1997,435,2.07,9,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",1998,456,1.94,33,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",1999,468,1.93,34,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",2000,515,1.98,26,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",2001,469,1.88,41,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",2002,557,2.04,15,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",2003,613,1.91,36,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",2004,614,1.99,23,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",2005,627,1.98,26,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",2006,659,1.9,37,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",2007,725,1.85,43,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",2008,757,1.75,45,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",2009,936,1.99,23,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",2010,951,2.07,9,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",2011,985,2.17,3,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",2012,986,2.04,15,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",2013,1065,1.93,34,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",2014,1184,2.1,6,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",2015,1339,2.01,20,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",2016,1410,2.01,20,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",2017,1536,2.1,6,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",2018,1620,2.07,9,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",2019,1700,2.26,1,"1976-2020","England"
4,"Anthocharis cardamines","Orange-tip",2020,1397,2.1,6,"1976-2020","England"
6,"Apatura iris","Purple Emperor",1979,8,1.5,41,"1976-2020","England"
6,"Apatura iris","Purple Emperor",1980,9,2.05,18,"1976-2020","England"
6,"Apatura iris","Purple Emperor",1981,9,1.5,41,"1976-2020","England"
6,"Apatura iris","Purple Emperor",1982,9,1.78,34,"1976-2020","England"
6,"Apatura iris","Purple Emperor",1983,11,2.33,3,"1976-2020","England"
6,"Apatura iris","Purple Emperor",1984,14,2.14,14,"1976-2020","England"
6,"Apatura iris","Purple Emperor",1985,15,2.31,5,"1976-2020","England"
6,"Apatura iris","Purple Emperor",1986,19,2.13,15,"1976-2020","England"
6,"Apatura iris","Purple Emperor",1987,22,1.91,29,"1976-2020","England"
6,"Apatura iris","Purple Emperor",1988,23,2.01,21,"1976-2020","England"
6,"Apatura iris","Purple Emperor",1989,23,1.8,32,"1976-2020","England"
6,"Apatura iris","Purple Emperor",1990,28,1.69,38,"1976-2020","England"
6,"Apatura iris","Purple Emperor",1991,30,1.61,39,"1976-2020","England"
6,"Apatura iris","Purple Emperor",1992,32,1.96,25,"1976-2020","England"
6,"Apatura iris","Purple Emperor",1993,34,2.2,9,"1976-2020","England"
6,"Apatura iris","Purple Emperor",1994,38,2.01,21,"1976-2020","England"
6,"Apatura iris","Purple Emperor",1995,45,1.94,27,"1976-2020","England"
6,"Apatura iris","Purple Emperor",1996,48,1.58,40,"1976-2020","England"
6,"Apatura iris","Purple Emperor",1997,52,1.98,24,"1976-2020","England"
6,"Apatura iris","Purple Emperor",1998,54,1.79,33,"1976-2020","England"
6,"Apatura iris","Purple Emperor",1999,54,1.72,37,"1976-2020","England"
6,"Apatura iris","Purple Emperor",2000,64,1.94,27,"1976-2020","England"
6,"Apatura iris","Purple Emperor",2001,61,1.83,31,"1976-2020","England"
6,"Apatura iris","Purple Emperor",2002,69,1.73,36,"1976-2020","England"
6,"Apatura iris","Purple Emperor",2003,71,2.13,15,"1976-2020","England"
6,"Apatura iris","Purple Emperor",2004,76,1.77,35,"1976-2020","England"
6,"Apatura iris","Purple Emperor",2005,75,1.95,26,"1976-2020","England"
6,"Apatura iris","Purple Emperor",2006,79,2.26,7,"1976-2020","England"
6,"Apatura iris","Purple Emperor",2007,81,1.89,30,"1976-2020","England"
6,"Apatura iris","Purple Emperor",2008,89,2.16,12,"1976-2020","England"
6,"Apatura iris","Purple Emperor",2009,97,2.28,6,"1976-2020","England"
6,"Apatura iris","Purple Emperor",2010,103,2.32,4,"1976-2020","England"
6,"Apatura iris","Purple Emperor",2011,100,2.04,19,"1976-2020","England"
6,"Apatura iris","Purple Emperor",2012,99,2.02,20,"1976-2020","England"
6,"Apatura iris","Purple Emperor",2013,103,2.37,2,"1976-2020","England"
6,"Apatura iris","Purple Emperor",2014,107,2.25,8,"1976-2020","England"
6,"Apatura iris","Purple Emperor",2015,117,2.01,21,"1976-2020","England"
6,"Apatura iris","Purple Emperor",2016,120,2.15,13,"1976-2020","England"
6,"Apatura iris","Purple Emperor",2017,122,2.19,10,"1976-2020","England"
6,"Apatura iris","Purple Emperor",2018,122,2.52,1,"1976-2020","England"
6,"Apatura iris","Purple Emperor",2019,120,2.17,11,"1976-2020","England"
6,"Apatura iris","Purple Emperor",2020,112,2.07,17,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",1976,31,1.39,43,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",1977,41,1.13,45,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",1978,45,1.24,44,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",1979,57,1.43,42,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",1980,65,1.62,41,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",1981,67,1.77,40,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",1982,72,1.96,35,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",1983,81,1.94,37,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",1984,92,2.03,26,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",1985,100,1.98,33,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",1986,109,2.08,18,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",1987,132,2.11,14,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",1988,153,1.98,33,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",1989,183,1.96,35,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",1990,203,1.9,38,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",1991,226,2.1,16,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",1992,248,2.11,14,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",1993,277,2.04,24,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",1994,302,2.08,18,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",1995,349,2.08,18,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",1996,389,1.87,39,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",1997,407,2.02,28,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",1998,427,2.01,31,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",1999,445,2.1,16,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",2000,488,2.15,11,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",2001,459,2.02,28,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",2002,536,2.07,21,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",2003,598,2.16,10,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",2004,593,2.02,28,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",2005,617,2.03,26,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",2006,673,2.05,23,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",2007,831,2,32,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",2008,846,2.12,13,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",2009,1270,2.24,4,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",2010,1271,2.2,8,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",2011,1305,2.13,12,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",2012,1363,2.04,24,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",2013,1499,2.21,7,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",2014,1592,2.32,1,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",2015,1722,2.22,5,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",2016,1797,2.17,9,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",2017,1935,2.3,3,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",2018,2047,2.22,5,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",2019,2170,2.31,2,"1976-2020","England"
8,"Aphantopus hyperantus","Ringlet",2020,1819,2.07,21,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",1978,7,2.03,18,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",1979,9,2.09,15,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",1980,9,1.95,22,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",1981,10,1.7,36,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",1982,11,2.02,19,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",1983,11,1.92,25,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",1984,12,2.15,13,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",1985,12,1.91,26,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",1986,12,2.16,11,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",1987,13,2.5,4,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",1988,16,2.38,7,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",1989,17,2.3,8,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",1990,20,2.16,11,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",1991,25,1.88,29,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",1992,32,2.64,2,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",1993,35,2.28,9,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",1994,46,2.53,3,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",1995,42,2.82,1,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",1996,56,2.4,6,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",1997,60,2.41,5,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",1998,50,1.94,24,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",1999,60,2.04,17,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",2000,54,1.83,32,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",2001,34,2.15,13,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",2002,75,1.65,37,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",2003,78,1.95,22,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",2004,63,2.21,10,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",2005,65,1.79,33,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",2006,70,1.77,34,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",2007,67,1.74,35,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",2008,72,1.53,41,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",2009,70,1.63,39,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",2010,66,1.55,40,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",2011,63,1.53,41,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",2012,58,1.29,43,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",2013,64,1.65,37,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",2014,68,2.08,16,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",2015,70,1.85,30,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",2016,62,1.85,30,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",2017,58,1.91,26,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",2018,62,1.99,20,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",2019,54,1.89,28,"1976-2020","England"
13,"Argynnis adippe","High Brown Fritillary",2020,45,1.96,21,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",1976,15,2.51,1,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",1977,23,1.83,32,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",1978,26,1.84,31,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",1979,34,1.47,42,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",1980,40,1.58,41,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",1981,42,1.28,45,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",1982,47,1.45,43,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",1983,50,1.35,44,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",1984,56,1.76,36,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",1985,63,1.72,37,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",1986,70,1.88,28,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",1987,77,1.98,25,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",1988,89,1.77,35,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",1989,111,1.65,39,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",1990,121,1.72,37,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",1991,130,1.82,33,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",1992,145,1.81,34,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",1993,155,1.64,40,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",1994,173,1.86,30,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",1995,195,2.12,20,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",1996,209,2.22,14,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",1997,225,2.31,7,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",1998,227,2.04,22,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",1999,237,2.02,24,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",2000,253,1.88,28,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",2001,234,1.95,26,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",2002,280,1.9,27,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",2003,295,2.2,17,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",2004,287,2.24,12,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",2005,301,2.21,16,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",2006,324,2.39,5,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",2007,355,2.25,11,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",2008,377,2.04,22,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",2009,427,2.16,19,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",2010,432,2.28,8,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",2011,432,2.36,6,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",2012,438,2.23,13,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",2013,473,2.41,3,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",2014,506,2.26,10,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",2015,568,2.28,8,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",2016,580,2.08,21,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",2017,592,2.17,18,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",2018,624,2.22,14,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",2019,646,2.41,3,"1976-2020","England"
12,"Argynnis aglaja","Dark Green Fritillary",2020,566,2.46,2,"1976-2020","England"
17,"Argynnis paphia","Silver-washed Fritillary",1976,21,2.04,20,"1976-2020","England"
17,"Argynnis paphia","Silver-washed Fritillary",1977,27,1.43,45,"1976-2020","England"
17,"Argynnis paphia","Silver-washed Fritillary",1978,29,1.6,44,"1976-2020","England"
17,"Argynnis paphia","Silver-washed Fritillary",1979,39,1.77,39,"1976-2020","England"
17,"Argynnis paphia","Silver-washed Fritillary",1980,44,1.67,43,"1976-2020","England"
17,"Argynnis paphia","Silver-washed Fritillary",1981,46,1.73,42,"1976-2020","England"
17,"Argynnis paphia","Silver-washed Fritillary",1982,49,1.86,33,"1976-2020","England"
17,"Argynnis paphia","Silver-washed Fritillary",1983,55,1.75,40,"1976-2020","England"
17,"Argynnis paphia","Silver-washed Fritillary",1984,61,1.83,34,"1976-2020","England"
17,"Argynnis paphia","Silver-washed Fritillary",1985,72,1.75,40,"1976-2020","England"
17,"Argynnis paphia","Silver-washed Fritillary",1986,83,1.93,27,"1976-2020","England"
17,"Argynnis paphia","Silver-washed Fritillary",1987,102,2.03,21,"1976-2020","England"
17,"Argynnis paphia","Silver-washed Fritillary",1988,115,1.81,36,"1976-2020","England"
17,"Argynnis paphia","Silver-washed Fritillary",1989,138,1.92,28,"1976-2020","England"
17,"Argynnis paphia","Silver-washed Fritillary",1990,153,1.88,31,"1976-2020","England"
17,"Argynnis paphia","Silver-washed Fritillary",1991,174,1.94,25,"1976-2020","England"
17,"Argynnis paphia","Silver-washed Fritillary",1992,186,2.12,15,"1976-2020","England"
17,"Argynnis paphia","Silver-washed Fritillary",1993,195,1.89,30,"1976-2020","England"
17,"Argynnis paphia","Silver-washed Fritillary",1994,209,1.95,24,"1976-2020","England"
17,"Argynnis paphia","Silver-washed Fritillary",1995,237,2.11,16,"1976-2020","England"
17,"Argynnis paphia","Silver-washed Fritillary",1996,257,2.16,13,"1976-2020","England"
17,"Argynnis paphia","Silver-washed Fritillary",1997,268,2.18,11,"1976-2020","England"
17,"Argynnis paphia","Silver-washed Fritillary",1998,283,1.78,38,"1976-2020","England"
17,"Argynnis paphia","Silver-washed Fritillary",1999,279,1.83,34,"1976-2020","England"
