SPECIES CODE,SPECIES,COMMON NAME,YEAR,NO. SITES,COLLATED INDEX,YEAR RANK,TIME PERIOD,COUNTRY
106,"Polyommatus icarus","Common Blue",1991,246,2.02,22,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",1992,269,2.05,17,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",1993,296,1.87,35,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",1994,326,2.06,15,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",1995,382,2.13,12,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",1996,418,2.23,6,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",1997,444,2.21,9,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",1998,453,1.83,39,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",1999,478,1.92,31,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",2000,511,1.94,28,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",2001,488,1.86,36,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",2002,558,1.94,28,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",2003,618,2.23,6,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",2004,609,2.08,14,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",2005,636,2.02,22,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",2006,684,2.14,11,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",2007,826,1.58,44,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",2008,837,1.74,41,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",2009,1258,1.98,24,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",2010,1271,2.36,2,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",2011,1276,1.98,24,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",2012,1310,1.54,45,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",2013,1440,2.05,17,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",2014,1532,2.06,15,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",2015,1647,2.04,20,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",2016,1713,1.69,42,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",2017,1854,1.98,24,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",2018,1966,2.3,3,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",2019,2067,1.95,27,"1976-2020","England"
106,"Polyommatus icarus","Common Blue",2020,1738,1.89,34,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",1976,15,2.6,1,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",1977,19,2.34,3,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",1978,20,2.04,14,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",1979,27,1.99,18,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",1980,30,2.13,7,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",1981,32,1.86,37,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",1982,34,1.9,32,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",1983,38,2,17,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",1984,44,1.97,24,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",1985,50,2.2,5,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",1986,56,2.04,14,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",1987,72,2.1,10,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",1988,88,1.99,18,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",1989,105,1.84,38,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",1990,117,2.11,9,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",1991,129,2.16,6,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",1992,137,2.02,16,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",1993,149,1.98,22,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",1994,159,1.89,34,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",1995,183,1.98,22,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",1996,198,2.13,7,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",1997,206,2.43,2,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",1998,219,2.08,11,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",1999,226,1.96,25,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",2000,237,1.93,28,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",2001,224,1.88,35,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",2002,249,2.07,12,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",2003,264,1.84,38,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",2004,257,1.94,27,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",2005,259,1.96,25,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",2006,268,1.84,38,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",2007,277,1.93,28,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",2008,295,1.81,43,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",2009,303,1.93,28,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",2010,295,1.99,18,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",2011,306,2.21,4,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",2012,287,2.06,13,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",2013,306,1.82,42,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",2014,317,1.9,32,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",2015,356,1.83,41,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",2016,360,1.79,44,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",2017,367,1.75,45,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",2018,388,1.87,36,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",2019,398,1.91,31,"1976-2020","England"
110,"Pyrgus malvae","Grizzled Skipper",2020,352,1.99,18,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",1976,31,2.25,4,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",1977,42,2.08,12,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",1978,46,2.04,19,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",1979,55,2.11,10,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",1980,64,1.94,29,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",1981,65,2.05,16,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",1982,69,2.25,4,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",1983,80,2.23,6,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",1984,91,2.38,1,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",1985,101,2.05,16,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",1986,110,1.9,33,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",1987,133,1.65,45,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",1988,154,1.7,42,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",1989,185,1.88,35,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",1990,212,2.08,12,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",1991,236,2.26,3,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",1992,260,2.28,2,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",1993,287,1.99,24,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",1994,318,2.04,19,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",1995,374,2.07,14,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",1996,414,2.22,7,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",1997,437,2.12,9,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",1998,452,1.95,28,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",1999,473,2.03,21,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",2000,510,2.06,15,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",2001,491,1.99,24,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",2002,549,1.96,27,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",2003,600,2.05,16,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",2004,588,2.15,8,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",2005,612,2.11,10,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",2006,666,2.01,22,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",2007,875,1.81,40,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",2008,853,1.88,35,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",2009,1329,1.9,33,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",2010,1309,1.88,35,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",2011,1306,1.83,38,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",2012,1378,1.7,42,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",2013,1504,1.83,38,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",2014,1604,1.92,30,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",2015,1693,1.99,24,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",2016,1753,1.7,42,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",2017,1907,1.92,30,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",2018,2016,1.81,40,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",2019,2159,2,23,"1976-2020","England"
76,"Pyronia tithonus","Gatekeeper",2020,1844,1.92,30,"1976-2020","England"
112,"Satyrium pruni","Black Hairstreak",1995,10,1.93,15,"1976-2020","England"
112,"Satyrium pruni","Black Hairstreak",1996,10,2.1,12,"1976-2020","England"
112,"Satyrium pruni","Black Hairstreak",1997,11,1.55,22,"1976-2020","England"
112,"Satyrium pruni","Black Hairstreak",1998,10,1.41,24,"1976-2020","England"
112,"Satyrium pruni","Black Hairstreak",1999,11,1.4,25,"1976-2020","England"
112,"Satyrium pruni","Black Hairstreak",2000,10,1.86,18,"1976-2020","England"
112,"Satyrium pruni","Black Hairstreak",2001,9,1.83,20,"1976-2020","England"
112,"Satyrium pruni","Black Hairstreak",2002,10,2,14,"1976-2020","England"
112,"Satyrium pruni","Black Hairstreak",2003,11,1.73,21,"1976-2020","England"
112,"Satyrium pruni","Black Hairstreak",2004,12,2.15,9,"1976-2020","England"
112,"Satyrium pruni","Black Hairstreak",2005,12,1.86,18,"1976-2020","England"
112,"Satyrium pruni","Black Hairstreak",2006,12,2.28,5,"1976-2020","England"
112,"Satyrium pruni","Black Hairstreak",2007,14,2.21,6,"1976-2020","England"
112,"Satyrium pruni","Black Hairstreak",2008,14,1.93,15,"1976-2020","England"
112,"Satyrium pruni","Black Hairstreak",2009,15,2.09,13,"1976-2020","England"
112,"Satyrium pruni","Black Hairstreak",2010,15,2.49,3,"1976-2020","England"
112,"Satyrium pruni","Black Hairstreak",2011,15,2.13,11,"1976-2020","England"
112,"Satyrium pruni","Black Hairstreak",2012,14,0.89,26,"1976-2020","England"
112,"Satyrium pruni","Black Hairstreak",2013,15,1.48,23,"1976-2020","England"
112,"Satyrium pruni","Black Hairstreak",2014,15,1.88,17,"1976-2020","England"
112,"Satyrium pruni","Black Hairstreak",2015,14,2.19,7,"1976-2020","England"
112,"Satyrium pruni","Black Hairstreak",2016,15,2.15,9,"1976-2020","England"
112,"Satyrium pruni","Black Hairstreak",2017,15,2.16,8,"1976-2020","England"
112,"Satyrium pruni","Black Hairstreak",2018,14,3.16,1,"1976-2020","England"
112,"Satyrium pruni","Black Hairstreak",2019,14,2.87,2,"1976-2020","England"
112,"Satyrium pruni","Black Hairstreak",2020,12,2.29,4,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",1976,16,3.39,1,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",1977,21,1.74,33,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",1978,21,2.28,8,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",1979,26,2.5,4,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",1980,26,2.01,19,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",1981,28,1.48,43,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",1982,30,1.71,38,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",1983,30,2.41,6,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",1984,33,2.86,2,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",1985,34,2.45,5,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",1986,38,2.53,3,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",1987,41,2.2,12,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",1988,47,2.01,19,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",1989,54,2.18,14,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",1990,65,1.76,32,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",1991,70,2.19,13,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",1992,74,2.24,10,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",1993,85,2.25,9,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",1994,95,2.05,16,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",1995,104,2.21,11,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",1996,120,2.41,6,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",1997,124,1.84,27,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",1998,127,1.72,34,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",1999,134,1.46,44,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",2000,145,1.77,31,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",2001,139,1.81,30,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",2002,154,1.67,40,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",2003,167,1.64,41,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",2004,169,1.84,27,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",2005,175,1.92,23,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",2006,170,2.04,17,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",2007,175,1.87,25,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",2008,182,1.68,39,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",2009,212,1.82,29,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",2010,215,2.02,18,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",2011,216,1.98,21,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",2012,216,1.45,45,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",2013,238,1.72,34,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",2014,258,1.72,34,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",2015,278,1.72,34,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",2016,286,1.56,42,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",2017,312,1.87,25,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",2018,314,2.14,15,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",2019,323,1.92,23,"1976-2020","England"
113,"Satyrium w-album","White-letter Hairstreak",2020,268,1.94,22,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",1983,9,1.46,38,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",1984,10,2.11,9,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",1985,11,2.08,12,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",1986,12,2.08,12,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",1987,12,1.76,35,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",1988,16,1.9,28,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",1989,20,1.97,21,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",1990,25,2.16,7,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",1991,28,2.18,4,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",1992,29,1.99,20,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",1993,34,1.88,31,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",1994,41,1.92,26,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",1995,46,2.64,1,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",1996,47,2.36,2,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",1997,49,1.79,34,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",1998,54,2.12,8,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",1999,48,2.22,3,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",2000,55,2.17,5,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",2001,54,2.11,9,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",2002,69,1.76,35,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",2003,76,2.02,17,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",2004,74,1.96,22,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",2005,79,2.08,12,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",2006,75,1.91,27,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",2007,79,1.69,37,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",2008,92,1.89,29,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",2009,103,1.81,33,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",2010,103,1.96,22,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",2011,107,1.86,32,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",2012,108,1.89,29,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",2013,112,1.93,25,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",2014,119,1.95,24,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",2015,130,2.1,11,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",2016,143,2.02,17,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",2017,173,2.01,19,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",2018,179,2.03,16,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",2019,180,2.17,5,"1976-2020","England"
115,"Thecla betulae","Brown Hairstreak",2020,153,2.06,15,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",1992,5,2.58,1,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",1993,5,2.23,7,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",1994,6,2.29,6,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",1995,6,2.16,10,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",1996,5,1.95,19,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",1997,5,1.9,20,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",1998,6,2.23,7,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",1999,6,2.48,2,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",2000,7,2.45,3,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",2001,7,2.21,9,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",2002,8,2.35,4,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",2003,10,2.3,5,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",2004,10,1.96,18,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",2005,9,2.12,13,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",2006,8,2.01,15,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",2007,16,1.7,22,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",2008,18,1.62,25,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",2009,19,1.44,28,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",2010,21,1.34,29,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",2011,23,1.6,26,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",2012,21,1.69,23,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",2013,23,2.14,11,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",2014,23,2.14,11,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",2015,22,2.11,14,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",2016,23,1.82,21,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",2017,21,1.59,27,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",2018,23,1.64,24,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",2019,23,2.01,15,"1976-2020","England"
118,"Thymelicus acteon","Lulworth Skipper",2020,23,1.97,17,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",1977,26,1.55,43,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",1978,29,1.47,44,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",1979,40,2.15,13,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",1980,42,1.88,29,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",1981,43,1.86,31,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",1982,44,2.11,18,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",1983,50,2.1,20,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",1984,55,2.14,14,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",1985,57,1.73,39,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",1986,69,1.89,27,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",1987,77,2.1,20,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",1988,88,2.11,18,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",1989,96,2.12,17,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",1990,119,1.77,34,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",1991,127,2.37,1,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",1992,149,2.35,3,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",1993,156,2.14,14,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",1994,176,2.3,6,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",1995,218,2.37,1,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",1996,238,2.32,5,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",1997,264,2.26,8,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",1998,267,2.16,12,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",1999,270,2.24,9,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",2000,295,2.04,23,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",2001,304,2.18,10,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",2002,333,2.18,10,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",2003,373,2.09,22,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",2004,378,2.27,7,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",2005,389,2.33,4,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",2006,420,1.89,27,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",2007,473,1.74,37,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",2008,501,1.77,34,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",2009,689,1.74,37,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",2010,692,1.57,42,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",2011,700,1.7,40,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",2012,726,1.62,41,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",2013,793,1.82,33,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",2014,881,2.04,23,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",2015,933,2.13,16,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",2016,959,1.86,31,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",2017,1033,1.94,26,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",2018,1081,1.77,34,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",2019,1103,1.95,25,"1976-2020","England"
119,"Thymelicus lineola","Essex Skipper",2020,952,1.87,30,"1976-2020","England"
121,"Thymelicus lineola/sylvestris","Essex/Small Skipper",1976,30,1.9,32,"1976-2020","England"
121,"Thymelicus lineola/sylvestris","Essex/Small Skipper",1977,43,1.89,34,"1976-2020","England"
121,"Thymelicus lineola/sylvestris","Essex/Small Skipper",1978,47,1.77,41,"1976-2020","England"
121,"Thymelicus lineola/sylvestris","Essex/Small Skipper",1979,56,2.04,17,"1976-2020","England"
121,"Thymelicus lineola/sylvestris","Essex/Small Skipper",1980,63,1.88,36,"1976-2020","England"
121,"Thymelicus lineola/sylvestris","Essex/Small Skipper",1981,64,2.12,9,"1976-2020","England"
121,"Thymelicus lineola/sylvestris","Essex/Small Skipper",1982,65,2.28,2,"1976-2020","England"
121,"Thymelicus lineola/sylvestris","Essex/Small Skipper",1983,68,2.23,5,"1976-2020","England"
121,"Thymelicus lineola/sylvestris","Essex/Small Skipper",1984,73,2.35,1,"1976-2020","England"
121,"Thymelicus lineola/sylvestris","Essex/Small Skipper",1985,79,2.09,13,"1976-2020","England"
121,"Thymelicus lineola/sylvestris","Essex/Small Skipper",1986,88,2.11,10,"1976-2020","England"
121,"Thymelicus lineola/sylvestris","Essex/Small Skipper",1987,99,1.99,23,"1976-2020","England"
121,"Thymelicus lineola/sylvestris","Essex/Small Skipper",1988,110,1.94,30,"1976-2020","England"
121,"Thymelicus lineola/sylvestris","Essex/Small Skipper",1989,127,2.09,13,"1976-2020","England"
121,"Thymelicus lineola/sylvestris","Essex/Small Skipper",1990,146,1.98,24,"1976-2020","England"
121,"Thymelicus lineola/sylvestris","Essex/Small Skipper",1991,162,2.22,7,"1976-2020","England"
121,"Thymelicus lineola/sylvestris","Essex/Small Skipper",1992,180,2.24,4,"1976-2020","England"
121,"Thymelicus lineola/sylvestris","Essex/Small Skipper",1993,191,2.08,15,"1976-2020","England"
121,"Thymelicus lineola/sylvestris","Essex/Small Skipper",1994,214,2.23,5,"1976-2020","England"
121,"Thymelicus lineola/sylvestris","Essex/Small Skipper",1995,253,2.19,8,"1976-2020","England"
